config_id,context,setup,direction,trend_adx_min,range_adx_max,trend_ema_separation_atr,range_ema_separation_atr,atr_ratio_min,atr_ratio_max,ema_touch_atr,rsi_level,rsi_reclaim,cci_level,bb_width_percentile_max,breakout_range_atr,require_vwap,vwap_distance_atr,require_confirmation_break,trigger_mode,stop_atr,target_rr,max_hold_bars,parameters_json
BEAR_BREAKOUT-LS11,BEAR_BREAKOUT,breakout,SHORT,14.0,16.0,0.0,0.15,0.3,2.2,0.5,55.0,50.0,50.0,0.2,1.0,True,0.0,True,ALL_THREE,1.25,1.25,72,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.2,""breakout_range_atr"":1.0,""cci_level"":50.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.5,""max_hold_bars"":72,""range_adx_max"":16.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":55.0,""rsi_reclaim"":50.0,""setup"":""breakout"",""stop_atr"":1.25,""target_rr"":1.25,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""ALL_THREE"",""vwap_distance_atr"":0.0}"
BEAR_BREAKOUT-LS12,BEAR_BREAKOUT,breakout,SHORT,22.0,20.0,0.15,0.5,0.45,1.8,0.25,60.0,52.0,100.0,0.35,0.6,False,0.2,False,CCI_MACD,1.5,1.25,96,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.6,""cci_level"":100.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.25,""max_hold_bars"":96,""range_adx_max"":20.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":60.0,""rsi_reclaim"":52.0,""setup"":""breakout"",""stop_atr"":1.5,""target_rr"":1.25,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""CCI_MACD"",""vwap_distance_atr"":0.2}"
BEAR_BREAKOUT-LS13,BEAR_BREAKOUT,breakout,SHORT,22.0,20.0,0.05,0.3,0.45,2.6,0.25,55.0,52.0,0.0,0.5,0.8,False,0.2,True,RSI_CCI,1.25,1.5,96,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.5,""breakout_range_atr"":0.8,""cci_level"":0.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.25,""max_hold_bars"":96,""range_adx_max"":20.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":55.0,""rsi_reclaim"":52.0,""setup"":""breakout"",""stop_atr"":1.25,""target_rr"":1.5,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.2}"
BEAR_BREAKOUT-LS14,BEAR_BREAKOUT,breakout,SHORT,18.0,20.0,0.15,0.3,0.65,2.6,0.25,50.0,52.0,100.0,0.5,0.6,True,0.2,False,RSI_CCI,1.0,1.75,48,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.5,""breakout_range_atr"":0.6,""cci_level"":100.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.25,""max_hold_bars"":48,""range_adx_max"":20.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":50.0,""rsi_reclaim"":52.0,""setup"":""breakout"",""stop_atr"":1.0,""target_rr"":1.75,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.2}"
BEAR_BREAKOUT-LS15,BEAR_BREAKOUT,breakout,SHORT,22.0,24.0,0.15,0.5,0.45,2.6,0.25,55.0,50.0,50.0,0.2,0.6,False,0.4,True,RSI_MACD,1.5,1.25,48,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.2,""breakout_range_atr"":0.6,""cci_level"":50.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.25,""max_hold_bars"":48,""range_adx_max"":24.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":55.0,""rsi_reclaim"":50.0,""setup"":""breakout"",""stop_atr"":1.5,""target_rr"":1.25,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.4}"
BEAR_BREAKOUT-LS16,BEAR_BREAKOUT,breakout,SHORT,18.0,20.0,0.0,0.3,0.65,2.6,0.5,55.0,50.0,0.0,0.2,0.8,False,0.2,True,RSI_MACD,1.0,1.5,48,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.2,""breakout_range_atr"":0.8,""cci_level"":0.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.5,""max_hold_bars"":48,""range_adx_max"":20.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":55.0,""rsi_reclaim"":50.0,""setup"":""breakout"",""stop_atr"":1.0,""target_rr"":1.5,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.2}"
BEAR_BREAKOUT-LS17,BEAR_BREAKOUT,breakout,SHORT,22.0,16.0,0.0,0.3,0.65,1.8,0.5,60.0,52.0,50.0,0.2,1.0,False,0.0,True,CCI_MACD,1.5,1.5,72,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.2,""breakout_range_atr"":1.0,""cci_level"":50.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.5,""max_hold_bars"":72,""range_adx_max"":16.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":60.0,""rsi_reclaim"":52.0,""setup"":""breakout"",""stop_atr"":1.5,""target_rr"":1.5,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""CCI_MACD"",""vwap_distance_atr"":0.0}"
BEAR_BREAKOUT-LS18,BEAR_BREAKOUT,breakout,SHORT,22.0,24.0,0.15,0.15,0.3,2.2,0.0,55.0,48.0,100.0,0.35,0.8,False,0.4,False,RSI_CCI,1.25,1.25,96,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.8,""cci_level"":100.0,""context"":""BEAR_BREAKOUT"",""direction"":""SHORT"",""ema_touch_atr"":0.0,""max_hold_bars"":96,""range_adx_max"":24.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":55.0,""rsi_reclaim"":48.0,""setup"":""breakout"",""stop_atr"":1.25,""target_rr"":1.25,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.4}"
RANGE_REVERSION-LS01,RANGE_REVERSION,reversion,BOTH,18.0,24.0,0.0,0.5,0.3,2.6,0.5,35.0,35.0,50.0,0.5,1.0,True,0.4,True,RSI_CCI,1.0,1.75,96,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.5,""breakout_range_atr"":1.0,""cci_level"":50.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.5,""max_hold_bars"":96,""range_adx_max"":24.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":35.0,""rsi_reclaim"":35.0,""setup"":""reversion"",""stop_atr"":1.0,""target_rr"":1.75,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.4}"
RANGE_REVERSION-LS02,RANGE_REVERSION,reversion,BOTH,22.0,24.0,0.15,0.3,0.3,1.8,0.0,40.0,45.0,75.0,0.2,0.8,False,0.2,True,RSI_CCI,1.25,1.5,72,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.2,""breakout_range_atr"":0.8,""cci_level"":75.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.0,""max_hold_bars"":72,""range_adx_max"":24.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":40.0,""rsi_reclaim"":45.0,""setup"":""reversion"",""stop_atr"":1.25,""target_rr"":1.5,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.2}"
RANGE_REVERSION-LS03,RANGE_REVERSION,reversion,BOTH,14.0,20.0,0.05,0.15,0.3,1.8,0.0,30.0,45.0,50.0,0.2,1.0,False,0.0,False,CCI_MACD,1.25,1.25,48,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.2,""breakout_range_atr"":1.0,""cci_level"":50.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.0,""max_hold_bars"":48,""range_adx_max"":20.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":30.0,""rsi_reclaim"":45.0,""setup"":""reversion"",""stop_atr"":1.25,""target_rr"":1.25,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""CCI_MACD"",""vwap_distance_atr"":0.0}"
RANGE_REVERSION-LS04,RANGE_REVERSION,reversion,BOTH,14.0,20.0,0.05,0.15,0.45,2.2,0.25,35.0,40.0,75.0,0.35,0.8,False,0.0,True,RSI_CCI,1.25,1.75,96,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.8,""cci_level"":75.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.25,""max_hold_bars"":96,""range_adx_max"":20.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":35.0,""rsi_reclaim"":40.0,""setup"":""reversion"",""stop_atr"":1.25,""target_rr"":1.75,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.0}"
RANGE_REVERSION-LS05,RANGE_REVERSION,reversion,BOTH,14.0,24.0,0.0,0.15,0.3,2.6,0.25,30.0,35.0,50.0,0.2,0.6,True,0.4,False,RSI_MACD,1.25,1.75,96,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.2,""breakout_range_atr"":0.6,""cci_level"":50.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.25,""max_hold_bars"":96,""range_adx_max"":24.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":30.0,""rsi_reclaim"":35.0,""setup"":""reversion"",""stop_atr"":1.25,""target_rr"":1.75,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.4}"
RANGE_REVERSION-LS06,RANGE_REVERSION,reversion,BOTH,22.0,16.0,0.15,0.15,0.65,1.8,0.25,40.0,35.0,100.0,0.35,0.8,True,0.4,False,CCI_MACD,1.5,1.75,72,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.8,""cci_level"":100.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.25,""max_hold_bars"":72,""range_adx_max"":16.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":40.0,""rsi_reclaim"":35.0,""setup"":""reversion"",""stop_atr"":1.5,""target_rr"":1.75,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""CCI_MACD"",""vwap_distance_atr"":0.4}"
RANGE_REVERSION-LS07,RANGE_REVERSION,reversion,BOTH,14.0,16.0,0.05,0.5,0.45,2.2,0.5,35.0,40.0,100.0,0.35,1.0,False,0.4,False,ALL_THREE,1.0,1.5,72,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.35,""breakout_range_atr"":1.0,""cci_level"":100.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.5,""max_hold_bars"":72,""range_adx_max"":16.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":35.0,""rsi_reclaim"":40.0,""setup"":""reversion"",""stop_atr"":1.0,""target_rr"":1.5,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""ALL_THREE"",""vwap_distance_atr"":0.4}"
RANGE_REVERSION-LS08,RANGE_REVERSION,reversion,BOTH,22.0,24.0,0.05,0.3,0.65,2.2,0.0,35.0,40.0,50.0,0.5,0.6,False,0.0,True,RSI_CCI,1.5,1.25,96,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.5,""breakout_range_atr"":0.6,""cci_level"":50.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.0,""max_hold_bars"":96,""range_adx_max"":24.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":35.0,""rsi_reclaim"":40.0,""setup"":""reversion"",""stop_atr"":1.5,""target_rr"":1.25,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.0}"
RANGE_REVERSION-LS09,RANGE_REVERSION,reversion,BOTH,18.0,20.0,0.05,0.5,0.3,2.6,0.0,30.0,45.0,75.0,0.35,0.8,True,0.2,False,RSI_MACD,1.5,1.5,96,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.8,""cci_level"":75.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.0,""max_hold_bars"":96,""range_adx_max"":20.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":30.0,""rsi_reclaim"":45.0,""setup"":""reversion"",""stop_atr"":1.5,""target_rr"":1.5,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.2}"
RANGE_REVERSION-LS10,RANGE_REVERSION,reversion,BOTH,22.0,20.0,0.15,0.3,0.45,1.8,0.25,40.0,35.0,100.0,0.2,1.0,True,0.0,False,RSI_MACD,1.0,1.25,96,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.2,""breakout_range_atr"":1.0,""cci_level"":100.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.25,""max_hold_bars"":96,""range_adx_max"":20.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":40.0,""rsi_reclaim"":35.0,""setup"":""reversion"",""stop_atr"":1.0,""target_rr"":1.25,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.0}"
RANGE_REVERSION-LS11,RANGE_REVERSION,reversion,BOTH,22.0,20.0,0.05,0.3,0.65,1.8,0.5,30.0,35.0,100.0,0.5,0.6,False,0.4,True,RSI_MACD,1.25,1.75,48,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.5,""breakout_range_atr"":0.6,""cci_level"":100.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.5,""max_hold_bars"":48,""range_adx_max"":20.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":30.0,""rsi_reclaim"":35.0,""setup"":""reversion"",""stop_atr"":1.25,""target_rr"":1.75,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.05,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.4}"
RANGE_REVERSION-LS12,RANGE_REVERSION,reversion,BOTH,18.0,24.0,0.0,0.15,0.65,2.2,0.0,35.0,40.0,50.0,0.2,1.0,True,0.2,False,RSI_MACD,1.0,1.25,72,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.2,""breakout_range_atr"":1.0,""cci_level"":50.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.0,""max_hold_bars"":72,""range_adx_max"":24.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":false,""require_vwap"":true,""rsi_level"":35.0,""rsi_reclaim"":40.0,""setup"":""reversion"",""stop_atr"":1.0,""target_rr"":1.25,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""RSI_MACD"",""vwap_distance_atr"":0.2}"
RANGE_REVERSION-LS13,RANGE_REVERSION,reversion,BOTH,18.0,20.0,0.15,0.3,0.65,2.6,0.25,40.0,40.0,75.0,0.35,0.6,False,0.0,True,CCI_MACD,1.5,1.5,48,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.6,""cci_level"":75.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.25,""max_hold_bars"":48,""range_adx_max"":20.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":true,""require_vwap"":false,""rsi_level"":40.0,""rsi_reclaim"":40.0,""setup"":""reversion"",""stop_atr"":1.5,""target_rr"":1.5,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""CCI_MACD"",""vwap_distance_atr"":0.0}"
RANGE_REVERSION-LS14,RANGE_REVERSION,reversion,BOTH,14.0,16.0,0.0,0.5,0.65,2.2,0.5,40.0,35.0,75.0,0.5,0.8,True,0.4,True,CCI_MACD,1.25,1.25,72,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.65,""bb_width_percentile_max"":0.5,""breakout_range_atr"":0.8,""cci_level"":75.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.5,""max_hold_bars"":72,""range_adx_max"":16.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":40.0,""rsi_reclaim"":35.0,""setup"":""reversion"",""stop_atr"":1.25,""target_rr"":1.25,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""CCI_MACD"",""vwap_distance_atr"":0.4}"
RANGE_REVERSION-LS15,RANGE_REVERSION,reversion,BOTH,22.0,16.0,0.0,0.3,0.45,2.6,0.5,30.0,40.0,100.0,0.2,0.6,True,0.2,True,ALL_THREE,1.0,1.5,48,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.2,""breakout_range_atr"":0.6,""cci_level"":100.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.5,""max_hold_bars"":48,""range_adx_max"":16.0,""range_ema_separation_atr"":0.3,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":30.0,""rsi_reclaim"":40.0,""setup"":""reversion"",""stop_atr"":1.0,""target_rr"":1.5,""trend_adx_min"":22.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""ALL_THREE"",""vwap_distance_atr"":0.2}"
RANGE_REVERSION-LS16,RANGE_REVERSION,reversion,BOTH,18.0,24.0,0.15,0.5,0.45,1.8,0.5,40.0,45.0,50.0,0.5,1.0,True,0.2,True,ALL_THREE,1.5,1.75,48,"{""atr_ratio_max"":1.8,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.5,""breakout_range_atr"":1.0,""cci_level"":50.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.5,""max_hold_bars"":48,""range_adx_max"":24.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":true,""require_vwap"":true,""rsi_level"":40.0,""rsi_reclaim"":45.0,""setup"":""reversion"",""stop_atr"":1.5,""target_rr"":1.75,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""ALL_THREE"",""vwap_distance_atr"":0.2}"
RANGE_REVERSION-LS17,RANGE_REVERSION,reversion,BOTH,18.0,16.0,0.0,0.15,0.3,2.2,0.0,30.0,45.0,100.0,0.5,0.6,False,0.0,False,RSI_CCI,1.5,1.25,48,"{""atr_ratio_max"":2.2,""atr_ratio_min"":0.3,""bb_width_percentile_max"":0.5,""breakout_range_atr"":0.6,""cci_level"":100.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.0,""max_hold_bars"":48,""range_adx_max"":16.0,""range_ema_separation_atr"":0.15,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":30.0,""rsi_reclaim"":45.0,""setup"":""reversion"",""stop_atr"":1.5,""target_rr"":1.25,""trend_adx_min"":18.0,""trend_ema_separation_atr"":0.0,""trigger_mode"":""RSI_CCI"",""vwap_distance_atr"":0.0}"
RANGE_REVERSION-LS18,RANGE_REVERSION,reversion,BOTH,14.0,16.0,0.15,0.5,0.45,2.6,0.25,35.0,45.0,75.0,0.35,0.8,False,0.2,False,ALL_THREE,1.0,1.5,72,"{""atr_ratio_max"":2.6,""atr_ratio_min"":0.45,""bb_width_percentile_max"":0.35,""breakout_range_atr"":0.8,""cci_level"":75.0,""context"":""RANGE_REVERSION"",""direction"":""BOTH"",""ema_touch_atr"":0.25,""max_hold_bars"":72,""range_adx_max"":16.0,""range_ema_separation_atr"":0.5,""require_confirmation_break"":false,""require_vwap"":false,""rsi_level"":35.0,""rsi_reclaim"":45.0,""setup"":""reversion"",""stop_atr"":1.0,""target_rr"":1.5,""trend_adx_min"":14.0,""trend_ema_separation_atr"":0.15,""trigger_mode"":""ALL_THREE"",""vwap_distance_atr"":0.2}"
